ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Acadia NP,ACAD,National Park,Northeast ,ME,2023,1,"15,217",600,"100,434",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2023,"3,879,890","47,100","25,804,425","47,100",0,"1,603","120,615","49,074","1,570",0,"9,600"
Acadia NP,ACAD,National Park,Northeast ,ME,2023,2,"15,281",600,"100,853",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2023,"3,879,890","47,100","25,804,425","47,100",0,"1,603","120,615","49,074","1,570",0,"9,600"
Acadia NP,ACAD,National Park,Northeast ,ME,2023,3,"30,822",600,"203,428",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2023,"3,879,890","47,100","25,804,425","47,100",0,"1,603","120,615","49,074","1,570",0,"9,600"
Acadia NP,ACAD,National Park,Northeast ,ME,2023,4,"102,928",600,"596,982",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2023,"3,879,890","47,100","25,804,425","47,100",0,"1,603","120,615","49,074","1,570",0,"9,600"
Acadia NP,ACAD,National Park,Northeast ,ME,2023,5,"340,425","7,500","2,369,803","7,500",0,33,"10,049","3,669",68,0,672,Acadia NP,ACAD,National Park,Northeast ,ME,2023,"3,879,890","47,100","25,804,425","47,100",0,"1,603","120,615","49,074","1,570",0,"9,600"
Acadia NP,ACAD,National Park,Northeast ,ME,2023,6,"566,535","7,500","4,257,742","7,500",0,231,"23,409","10,058",233,0,"1,701",Acadia NP,ACAD,National Park,Northeast ,ME,2023,"3,879,890","47,100","25,804,425","47,100",0,"1,603","120,615","49,074","1,570",0,"9,600"
Acadia NP,ACAD,National Park,Northeast ,ME,2023,7,"767,956","7,500","5,059,220","7,500",0,338,"30,431","12,119",408,0,"2,766",Acadia NP,ACAD,National Park,Northeast ,ME,2023,"3,879,890","47,100","25,804,425","47,100",0,"1,603","120,615","49,074","1,570",0,"9,600"
Acadia NP,ACAD,National Park,Northeast ,ME,2023,8,"774,296","7,500","5,042,016","7,500",0,456,"30,048","10,576",417,0,"2,721",Acadia NP,ACAD,National Park,Northeast ,ME,2023,"3,879,890","47,100","25,804,425","47,100",0,"1,603","120,615","49,074","1,570",0,"9,600"
Acadia NP,ACAD,National Park,Northeast ,ME,2023,9,"643,506","7,500","4,027,568","7,500",0,194,"19,211","9,458",324,0,"1,417",Acadia NP,ACAD,National Park,Northeast ,ME,2023,"3,879,890","47,100","25,804,425","47,100",0,"1,603","120,615","49,074","1,570",0,"9,600"
Acadia NP,ACAD,National Park,Northeast ,ME,2023,10,"541,067","6,000","3,555,236","6,000",0,351,"7,467","3,194",120,0,323,Acadia NP,ACAD,National Park,Northeast ,ME,2023,"3,879,890","47,100","25,804,425","47,100",0,"1,603","120,615","49,074","1,570",0,"9,600"
Acadia NP,ACAD,National Park,Northeast ,ME,2023,11,"66,987",600,"401,921",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2023,"3,879,890","47,100","25,804,425","47,100",0,"1,603","120,615","49,074","1,570",0,"9,600"
Acadia NP,ACAD,National Park,Northeast ,ME,2023,12,"14,870",600,"89,222",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2023,"3,879,890","47,100","25,804,425","47,100",0,"1,603","120,615","49,074","1,570",0,"9,600"
Arches NP,ARCH,National Park,Intermountain ,UT,2023,1,"31,427",0,"106,709",0,0,0,245,264,2,0,7,Arches NP,ARCH,National Park,Intermountain ,UT,2023,"1,482,045",0,"5,462,987",0,0,0,"14,885","19,602",175,0,"7,708"
Arches NP,ARCH,National Park,Intermountain ,UT,2023,2,"41,264",0,"138,599",0,0,0,247,341,1,0,28,Arches NP,ARCH,National Park,Intermountain ,UT,2023,"1,482,045",0,"5,462,987",0,0,0,"14,885","19,602",175,0,"7,708"
Arches NP,ARCH,National Park,Intermountain ,UT,2023,3,"132,502",0,"426,657",0,0,0,424,497,16,0,278,Arches NP,ARCH,National Park,Intermountain ,UT,2023,"1,482,045",0,"5,462,987",0,0,0,"14,885","19,602",175,0,"7,708"
Arches NP,ARCH,National Park,Intermountain ,UT,2023,4,"151,232",0,"568,728",0,0,0,"1,512","2,349",27,0,905,Arches NP,ARCH,National Park,Intermountain ,UT,2023,"1,482,045",0,"5,462,987",0,0,0,"14,885","19,602",175,0,"7,708"
Arches NP,ARCH,National Park,Intermountain ,UT,2023,5,"188,274",0,"690,000",0,0,0,"1,447","2,524",18,0,"1,226",Arches NP,ARCH,National Park,Intermountain ,UT,2023,"1,482,045",0,"5,462,987",0,0,0,"14,885","19,602",175,0,"7,708"
Arches NP,ARCH,National Park,Intermountain ,UT,2023,6,"180,782",0,"715,594",0,0,0,"2,603","2,908",12,0,"1,696",Arches NP,ARCH,National Park,Intermountain ,UT,2023,"1,482,045",0,"5,462,987",0,0,0,"14,885","19,602",175,0,"7,708"
Arches NP,ARCH,National Park,Intermountain ,UT,2023,7,"165,671",0,"603,369",0,0,0,"2,030","1,871",3,0,527,Arches NP,ARCH,National Park,Intermountain ,UT,2023,"1,482,045",0,"5,462,987",0,0,0,"14,885","19,602",175,0,"7,708"
Arches NP,ARCH,National Park,Intermountain ,UT,2023,8,"144,080",0,"543,500",0,0,0,"1,947","2,068",7,0,614,Arches NP,ARCH,National Park,Intermountain ,UT,2023,"1,482,045",0,"5,462,987",0,0,0,"14,885","19,602",175,0,"7,708"
Arches NP,ARCH,National Park,Intermountain ,UT,2023,9,"174,673",0,"645,617",0,0,0,"1,501","2,435",30,0,"1,100",Arches NP,ARCH,National Park,Intermountain ,UT,2023,"1,482,045",0,"5,462,987",0,0,0,"14,885","19,602",175,0,"7,708"
Arches NP,ARCH,National Park,Intermountain ,UT,2023,10,"140,260",0,"522,401",0,0,0,"1,222","2,110",42,0,861,Arches NP,ARCH,National Park,Intermountain ,UT,2023,"1,482,045",0,"5,462,987",0,0,0,"14,885","19,602",175,0,"7,708"
Arches NP,ARCH,National Park,Intermountain ,UT,2023,11,"83,843",0,"336,140",0,0,0,"1,373","1,702",8,0,443,Arches NP,ARCH,National Park,Intermountain ,UT,2023,"1,482,045",0,"5,462,987",0,0,0,"14,885","19,602",175,0,"7,708"
Arches NP,ARCH,National Park,Intermountain ,UT,2023,12,"48,037",0,"165,673",0,0,0,334,533,9,0,23,Arches NP,ARCH,National Park,Intermountain ,UT,2023,"1,482,045",0,"5,462,987",0,0,0,"14,885","19,602",175,0,"7,708"
Badlands NP,BADL,National Park,Midwest ,SD,2023,1,"10,925","2,066","42,715","2,066",0,0,5,0,4,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2023,"1,046,400","55,984","4,418,935","27,992","10,841","11,734","3,262",910,"1,417",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2023,2,"11,426","1,976","44,611","1,976",0,0,4,0,0,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2023,"1,046,400","55,984","4,418,935","27,992","10,841","11,734","3,262",910,"1,417",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2023,3,"22,390","2,486","87,695","2,486",0,0,16,2,13,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2023,"1,046,400","55,984","4,418,935","27,992","10,841","11,734","3,262",910,"1,417",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2023,4,"30,572","3,070","127,967","3,070",214,359,39,30,86,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2023,"1,046,400","55,984","4,418,935","27,992","10,841","11,734","3,262",910,"1,417",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2023,5,"99,117","6,280","438,577","6,280","1,598","2,029",302,127,279,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2023,"1,046,400","55,984","4,418,935","27,992","10,841","11,734","3,262",910,"1,417",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2023,6,"198,393","7,780","827,877","7,780","2,038","1,372",640,192,270,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2023,"1,046,400","55,984","4,418,935","27,992","10,841","11,734","3,262",910,"1,417",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2023,7,"248,304","8,230","1,040,746","8,230","2,160","2,403","1,078",147,242,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2023,"1,046,400","55,984","4,418,935","27,992","10,841","11,734","3,262",910,"1,417",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2023,8,"202,433","8,530","851,949","8,530","2,118","2,110",569,140,268,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2023,"1,046,400","55,984","4,418,935","27,992","10,841","11,734","3,262",910,"1,417",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2023,9,"142,610","6,806","613,562","6,806","1,601","2,397",476,184,124,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2023,"1,046,400","55,984","4,418,935","27,992","10,841","11,734","3,262",910,"1,417",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2023,10,"53,066","4,030","236,143","4,030","1,112","1,064",83,74,99,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2023,"1,046,400","55,984","4,418,935","27,992","10,841","11,734","3,262",910,"1,417",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2023,11,"16,467","2,530","65,085","2,530",0,0,40,10,22,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2023,"1,046,400","55,984","4,418,935","27,992","10,841","11,734","3,262",910,"1,417",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2023,12,"10,697","2,200","42,008","2,200",0,0,10,4,10,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2023,"1,046,400","55,984","4,418,935","27,992","10,841","11,734","3,262",910,"1,417",0,0
Big Bend NP,BIBE,National Park,Intermountain ,TX,2023,1,"45,373",225,"914,719",225,"2,163",364,"3,755","2,593","5,790",0,762,Big Bend NP,BIBE,National Park,Intermountain ,TX,2023,"509,129","2,700","9,585,981","8,100","22,346","3,695","23,647","27,175","58,919",0,"9,069"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2023,2,"48,362",225,"913,558",225,"1,953",343,"1,808","2,568","6,492",0,720,Big Bend NP,BIBE,National Park,Intermountain ,TX,2023,"509,129","2,700","9,585,981","8,100","22,346","3,695","23,647","27,175","58,919",0,"9,069"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2023,3,"83,159",225,"1,504,307",225,"2,409",381,"3,197","3,931","9,578",0,"1,604",Big Bend NP,BIBE,National Park,Intermountain ,TX,2023,"509,129","2,700","9,585,981","8,100","22,346","3,695","23,647","27,175","58,919",0,"9,069"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2023,4,"62,014",225,"1,285,651",225,"1,983",336,"3,008","3,728","12,289",0,"1,218",Big Bend NP,BIBE,National Park,Intermountain ,TX,2023,"509,129","2,700","9,585,981","8,100","22,346","3,695","23,647","27,175","58,919",0,"9,069"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2023,5,"40,011",225,"717,352",225,"2,209",366,"1,556","1,844","3,287",0,622,Big Bend NP,BIBE,National Park,Intermountain ,TX,2023,"509,129","2,700","9,585,981","8,100","22,346","3,695","23,647","27,175","58,919",0,"9,069"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2023,6,"22,634",225,"400,062",225,"1,568",322,"1,034","1,076",953,0,399,Big Bend NP,BIBE,National Park,Intermountain ,TX,2023,"509,129","2,700","9,585,981","8,100","22,346","3,695","23,647","27,175","58,919",0,"9,069"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2023,7,"16,913",225,"280,234",225,"1,014",173,833,512,496,0,192,Big Bend NP,BIBE,National Park,Intermountain ,TX,2023,"509,129","2,700","9,585,981","8,100","22,346","3,695","23,647","27,175","58,919",0,"9,069"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2023,8,"12,760",225,"199,968",225,632,56,410,369,425,0,60,Big Bend NP,BIBE,National Park,Intermountain ,TX,2023,"509,129","2,700","9,585,981","8,100","22,346","3,695","23,647","27,175","58,919",0,"9,069"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2023,9,"22,637",225,"382,721",225,"1,468",226,950,928,609,0,447,Big Bend NP,BIBE,National Park,Intermountain ,TX,2023,"509,129","2,700","9,585,981","8,100","22,346","3,695","23,647","27,175","58,919",0,"9,069"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2023,10,"44,332",225,"881,644",225,"2,150",365,"1,708","2,419","6,861",0,"1,066",Big Bend NP,BIBE,National Park,Intermountain ,TX,2023,"509,129","2,700","9,585,981","8,100","22,346","3,695","23,647","27,175","58,919",0,"9,069"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2023,11,"56,400",225,"1,061,831",225,"2,444",365,"2,802","3,345","6,041",0,"1,046",Big Bend NP,BIBE,National Park,Intermountain ,TX,2023,"509,129","2,700","9,585,981","8,100","22,346","3,695","23,647","27,175","58,919",0,"9,069"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2023,12,"54,534",225,"1,043,934",225,"2,353",398,"2,586","3,862","6,098",0,933,Big Bend NP,BIBE,National Park,Intermountain ,TX,2023,"509,129","2,700","9,585,981","8,100","22,346","3,695","23,647","27,175","58,919",0,"9,069"
Biscayne NP,BISC,National Park,Southeast ,FL,2023,1,"48,536",0,"159,842",0,0,0,321,0,0,0,272,Biscayne NP,BISC,National Park,Southeast ,FL,2023,"571,242",0,"1,809,966",0,0,0,"1,997",0,0,0,"2,013"
Biscayne NP,BISC,National Park,Southeast ,FL,2023,2,"53,636",0,"180,419",0,0,0,442,0,0,0,371,Biscayne NP,BISC,National Park,Southeast ,FL,2023,"571,242",0,"1,809,966",0,0,0,"1,997",0,0,0,"2,013"
Biscayne NP,BISC,National Park,Southeast ,FL,2023,3,"61,580",0,"203,292",0,0,0,369,0,0,0,404,Biscayne NP,BISC,National Park,Southeast ,FL,2023,"571,242",0,"1,809,966",0,0,0,"1,997",0,0,0,"2,013"
Biscayne NP,BISC,National Park,Southeast ,FL,2023,4,"61,781",0,"198,136",0,0,0,308,0,0,0,225,Biscayne NP,BISC,National Park,Southeast ,FL,2023,"571,242",0,"1,809,966",0,0,0,"1,997",0,0,0,"2,013"
Biscayne NP,BISC,National Park,Southeast ,FL,2023,5,"53,570",0,"166,206",0,0,0,85,0,0,0,144,Biscayne NP,BISC,National Park,Southeast ,FL,2023,"571,242",0,"1,809,966",0,0,0,"1,997",0,0,0,"2,013"
Biscayne NP,BISC,National Park,Southeast ,FL,2023,6,"46,952",0,"143,423",0,0,0,57,0,0,0,50,Biscayne NP,BISC,National Park,Southeast ,FL,2023,"571,242",0,"1,809,966",0,0,0,"1,997",0,0,0,"2,013"
Biscayne NP,BISC,National Park,Southeast ,FL,2023,7,"66,638",0,"203,465",0,0,0,99,0,0,0,49,Biscayne NP,BISC,National Park,Southeast ,FL,2023,"571,242",0,"1,809,966",0,0,0,"1,997",0,0,0,"2,013"
Biscayne NP,BISC,National Park,Southeast ,FL,2023,8,"41,872",0,"127,369",0,0,0,49,0,0,0,24,Biscayne NP,BISC,National Park,Southeast ,FL,2023,"571,242",0,"1,809,966",0,0,0,"1,997",0,0,0,"2,013"
Biscayne NP,BISC,National Park,Southeast ,FL,2023,9,"47,306",0,"144,054",0,0,0,51,0,0,0,38,Biscayne NP,BISC,National Park,Southeast ,FL,2023,"571,242",0,"1,809,966",0,0,0,"1,997",0,0,0,"2,013"
Biscayne NP,BISC,National Park,Southeast ,FL,2023,10,"32,702",0,"100,912",0,0,0,66,0,0,0,51,Biscayne NP,BISC,National Park,Southeast ,FL,2023,"571,242",0,"1,809,966",0,0,0,"1,997",0,0,0,"2,013"
Biscayne NP,BISC,National Park,Southeast ,FL,2023,11,"27,289",0,"86,906",0,0,0,50,0,0,0,160,Biscayne NP,BISC,National Park,Southeast ,FL,2023,"571,242",0,"1,809,966",0,0,0,"1,997",0,0,0,"2,013"
Biscayne NP,BISC,National Park,Southeast ,FL,2023,12,"29,380",0,"95,942",0,0,0,100,0,0,0,225,Biscayne NP,BISC,National Park,Southeast ,FL,2023,"571,242",0,"1,809,966",0,0,0,"1,997",0,0,0,"2,013"
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2023,1,"15,001",0,"32,200",0,0,0,8,25,0,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2023,"357,069",0,"1,918,066",0,0,0,"17,248","14,690",828,0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2023,2,"7,534",0,"18,018",0,0,0,4,24,0,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2023,"357,069",0,"1,918,066",0,0,0,"17,248","14,690",828,0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2023,3,"8,363",0,"18,636",0,0,0,15,33,0,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2023,"357,069",0,"1,918,066",0,0,0,"17,248","14,690",828,0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2023,4,"11,376",0,"27,920",0,0,0,70,237,1,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2023,"357,069",0,"1,918,066",0,0,0,"17,248","14,690",828,0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2023,5,"31,876",0,"210,356",0,0,0,"2,162","1,692",18,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2023,"357,069",0,"1,918,066",0,0,0,"17,248","14,690",828,0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2023,6,"50,739",0,"354,726",0,0,0,"3,588","2,712",257,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2023,"357,069",0,"1,918,066",0,0,0,"17,248","14,690",828,0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2023,7,"53,534",0,"350,494",0,0,0,"3,264","2,753",171,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2023,"357,069",0,"1,918,066",0,0,0,"17,248","14,690",828,0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2023,8,"53,177",0,"351,275",0,0,0,"3,736","2,451",219,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2023,"357,069",0,"1,918,066",0,0,0,"17,248","14,690",828,0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2023,9,"56,683",0,"338,732",0,0,0,"2,809","2,464",102,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2023,"357,069",0,"1,918,066",0,0,0,"17,248","14,690",828,0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2023,10,"45,493",0,"163,322",0,0,0,"1,417","1,981",60,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2023,"357,069",0,"1,918,066",0,0,0,"17,248","14,690",828,0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2023,11,"17,763",0,"41,220",0,0,0,147,274,0,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2023,"357,069",0,"1,918,066",0,0,0,"17,248","14,690",828,0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2023,12,"5,530",0,"11,167",0,0,0,28,44,0,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2023,"357,069",0,"1,918,066",0,0,0,"17,248","14,690",828,0,0
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2023,1,"29,457","21,002","94,793","21,002",0,0,146,115,6,0,0,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2023,"2,461,269","408,397","13,210,794","122,520","49,131",0,"44,897","44,563","2,667",0,"1,243"
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2023,2,"32,094","18,200","103,942","18,200",0,0,182,137,0,0,0,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2023,"2,461,269","408,397","13,210,794","122,520","49,131",0,"44,897","44,563","2,667",0,"1,243"
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2023,3,"79,911","27,000","263,580","27,000",0,0,538,456,0,0,0,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2023,"2,461,269","408,397","13,210,794","122,520","49,131",0,"44,897","44,563","2,667",0,"1,243"
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2023,4,"207,926","33,012","847,852","33,012","4,923",0,"1,740","2,556",115,0,2,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2023,"2,461,269","408,397","13,210,794","122,520","49,131",0,"44,897","44,563","2,667",0,"1,243"
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2023,5,"315,097","51,002","1,392,085","51,002","6,214",0,"5,520","6,194",626,0,62,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2023,"2,461,269","408,397","13,210,794","122,520","49,131",0,"44,897","44,563","2,667",0,"1,243"
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2023,6,"356,652","57,327","2,323,098","57,327","8,110",0,"8,499","7,950",645,0,410,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2023,"2,461,269","408,397","13,210,794","122,520","49,131",0,"44,897","44,563","2,667",0,"1,243"
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2023,7,"343,627","53,036","2,196,098","53,036","8,773",0,"7,605","6,447",423,0,226,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2023,"2,461,269","408,397","13,210,794","122,520","49,131",0,"44,897","44,563","2,667",0,"1,243"
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2023,8,"310,367","52,006","1,995,718","52,006","8,289",0,"7,200","5,613",204,0,244,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2023,"2,461,269","408,397","13,210,794","122,520","49,131",0,"44,897","44,563","2,667",0,"1,243"
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2023,9,"367,425","43,000","2,270,990","43,000","6,558",0,"7,947","7,881",289,0,219,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2023,"2,461,269","408,397","13,210,794","122,520","49,131",0,"44,897","44,563","2,667",0,"1,243"
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2023,10,"284,766","24,007","1,254,162","24,007","6,264",0,"4,332","5,688",297,0,80,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2023,"2,461,269","408,397","13,210,794","122,520","49,131",0,"44,897","44,563","2,667",0,"1,243"
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2023,11,"78,430","15,200","285,580","15,200",0,0,866,"1,176",53,0,0,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2023,"2,461,269","408,397","13,210,794","122,520","49,131",0,"44,897","44,563","2,667",0,"1,243"
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2023,12,"55,517","13,605","182,896","13,605",0,0,322,350,9,0,0,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2023,"2,461,269","408,397","13,210,794","122,520","49,131",0,"44,897","44,563","2,667",0,"1,243"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2023,1,"7,529",0,"37,682",0,0,0,48,96,142,0,0,Canyonlands NP,CANY,National Park,Intermountain ,UT,2023,"800,322",0,"5,096,820",0,0,0,"8,136","8,790","68,953",0,"1,721"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2023,2,"13,049",0,"64,704",0,0,0,91,151,351,0,0,Canyonlands NP,CANY,National Park,Intermountain ,UT,2023,"800,322",0,"5,096,820",0,0,0,"8,136","8,790","68,953",0,"1,721"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2023,3,"62,300",0,"408,996",0,0,0,843,832,"5,341",0,97,Canyonlands NP,CANY,National Park,Intermountain ,UT,2023,"800,322",0,"5,096,820",0,0,0,"8,136","8,790","68,953",0,"1,721"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2023,4,"102,674",0,"716,983",0,0,0,"1,207","1,789","10,757",0,277,Canyonlands NP,CANY,National Park,Intermountain ,UT,2023,"800,322",0,"5,096,820",0,0,0,"8,136","8,790","68,953",0,"1,721"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2023,5,"119,438",0,"781,026",0,0,0,"1,215","1,358","11,252",0,393,Canyonlands NP,CANY,National Park,Intermountain ,UT,2023,"800,322",0,"5,096,820",0,0,0,"8,136","8,790","68,953",0,"1,721"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2023,6,"92,284",0,"583,480",0,0,0,851,675,"8,079",0,247,Canyonlands NP,CANY,National Park,Intermountain ,UT,2023,"800,322",0,"5,096,820",0,0,0,"8,136","8,790","68,953",0,"1,721"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2023,7,"72,734",0,"392,817",0,0,0,501,244,"4,190",0,94,Canyonlands NP,CANY,National Park,Intermountain ,UT,2023,"800,322",0,"5,096,820",0,0,0,"8,136","8,790","68,953",0,"1,721"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2023,8,"64,707",0,"369,527",0,0,0,476,260,"4,402",0,106,Canyonlands NP,CANY,National Park,Intermountain ,UT,2023,"800,322",0,"5,096,820",0,0,0,"8,136","8,790","68,953",0,"1,721"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2023,9,"99,439",0,"662,031",0,0,0,"1,246","1,008","9,606",0,170,Canyonlands NP,CANY,National Park,Intermountain ,UT,2023,"800,322",0,"5,096,820",0,0,0,"8,136","8,790","68,953",0,"1,721"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2023,10,"101,576",0,"703,306",0,0,0,"1,238","1,439","10,954",0,326,Canyonlands NP,CANY,National Park,Intermountain ,UT,2023,"800,322",0,"5,096,820",0,0,0,"8,136","8,790","68,953",0,"1,721"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2023,11,"44,314",0,"281,149",0,0,0,326,811,"3,382",0,11,Canyonlands NP,CANY,National Park,Intermountain ,UT,2023,"800,322",0,"5,096,820",0,0,0,"8,136","8,790","68,953",0,"1,721"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2023,12,"20,278",0,"95,119",0,0,0,94,127,497,0,0,Canyonlands NP,CANY,National Park,Intermountain ,UT,2023,"800,322",0,"5,096,820",0,0,0,"8,136","8,790","68,953",0,"1,721"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2023,1,"10,921","4,485","14,234","4,485",0,0,42,73,12,0,0,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2023,"1,268,861","87,886","1,928,949","87,886",0,0,"16,534","31,608","3,115",0,"3,251"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2023,2,"18,160","6,400","19,460","6,400",0,0,40,77,38,0,0,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2023,"1,268,861","87,886","1,928,949","87,886",0,0,"16,534","31,608","3,115",0,"3,251"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2023,3,"74,501","10,330","134,054","10,330",0,0,"1,410","2,759",314,0,0,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2023,"1,268,861","87,886","1,928,949","87,886",0,0,"16,534","31,608","3,115",0,"3,251"
